ID,Name,PhoneNumber,Address,CostRange,Cuisine
267,'Naf Naf Grill',(608) 286-1242,'555 State St',1,"'Middle Eastern,Salad,Falafel'"
268,'Doolittles Woodfire Grill',(608) 729-4980,'4323 E Towne Blvd',1,"'American (Traditional),Wine Bars'"
269,'Stalzy’s Deli',(608) 249-7806,'2701 Atwood Ave',1,"'Delis,Bakeries,Breakfast & Brunch'"
270,'Wings Over Madison',(608) 467-3300,'2739 University Ave',1,"'Chicken Wings,American (Traditional),Barbeque'"
271,'Harmony Bar & Grill',(608) 249-4333,'2201 Atwood Ave',1,"'Dive Bars,American (Traditional)'"
272,'Samba Brazilian Grill',(608) 257-1111,'240 W Gilman St',1,'Brazilian'
273,'Vintage Spirits & Grill',(608) 250-0700,'529 University Ave',1,"'Breakfast & Brunch,American (New),Beer Bar'"
274,'Bonfyre American Grille',(608) 273-3973,'2601 W Beltline Hwy',1,"'American (Traditional),Beer Bar,Cocktail Bars'"
275,'A&W Restaurant',(608) 846-4314,'4505 Lake Cir',1,"'Burgers,Fast Food,Hot Dogs'"
276,"'MOOYAH Burgers, Fries & Shakes'",(608) 285-9293,'571 State St',1,"'Burgers,Hot Dogs,Ice Cream & Frozen Yogurt'"
277,'Jersey Mike’s Subs',(608) 824-0872,'1601 Deming Way',1,"'Sandwiches,Fast Food,Delis'"
278,'Charlie’s On Main',(608) 291-2255,'113 S Main St',1,"'Venues & Event Spaces,American (New),Cocktail Bars'"
279,'Oliva',(608) 831-7776,'751 N High Point Rd',1,"'Mediterranean,Italian'"
280,'Rising Sons',(608) 841-1884,'745 N High Point Rd',1,"'Thai,Asian Fusion'"
281,'Buraka Restaurant',(608) 286-1448,'1210 Williamson St',1,"'Ethiopian,African'"
282,'Doughboys Pizza',(608) 839-6222,'447 West Cottage Grove Rd',1,"'Pizza,Diners'"
283,'Metcalfe’s Market',(608) 829-3500,'7455 Mineral Point Rd',1,"'Grocery,Beer, Wine & Spirits,Cafes'"
284,'Yola’s Cafe',(608) 827-5800,'494 Commerce Dr',1,"'Coffee & Tea,Breakfast & Brunch,American (Traditional)'"
285,'Culver’s',(608) 274-1221,'2102 W Beltline Hwy',1,"'Burgers,Fast Food,Ice Cream & Frozen Yogurt'"
286,'Mirch Masala',(608) 665-3667,'449 State St',1,"'Indian,Himalayan/Nepalese'"
287,'Mr. Brews Taphouse',(608) 286-1131,'103 W Broadway',1,"'Pubs,Burgers'"
288,'Sunroom Cafe',(608) 255-1555,'638 State St',1,"'Breakfast & Brunch,Cafes,Salad'"
289,'Delaney’s Charcoal Steaks',(608) 833-7337,'449 Grand Canyon Dr',1,"'Steakhouses,Salad,Seafood'"
290,'Sol’s On the Square',(608) 251-0116,'117 E Mifflin St',1,'Korean'
291,'Ichiban Sichuan',(608) 819-8808,'610 S Park St',1,'Chinese'
292,'Off Broadway Drafthouse',(608) 630-9111,'5404 Raywood Rd',1,"'Pubs,American (Traditional),Burgers'"
293,'Pine Cone Restaurant',(608) 249-8778,'6162 US Hwy 5',1,'American (Traditional)'
294,'Brocach',(608) 255-2015,'7 W Main St',1,"'Irish,Pubs'"
295,'Village Pizza',(608) 285-5956,'616 University Ave',1,''
296,'Paul’s Club',(608) 257-5250,'204 State St',1,"'Lounges,American (New)'"
297,'Funk’s Pub',(608) 442-9500,'5956 Executive Dr',1,"'Pubs,Music Venues,American (Traditional)'"
298,'Camp Trippalindee',(608) 257-4391,'601 Langdon St',1,"'American (New),Bars'"
299,'Bear & Bottle',(608) 630-8800,'601 N Sherman Ave',1,"'Pubs,Tacos,Sandwiches'"
300,'Cafe Hollander',(608) 237-3168,'701 Hilldale Way',1,"'American (Traditional),Belgian,Breakfast & Brunch'"
301,'Nani Restaurant',(608) 826-9300,'518 Grand Canyon Dr',1,"'Dim Sum,Cantonese'"
302,'Johnny’s Italian Steakhouse',(608) 831-3705,'8390 Market St',1,"'Italian,Steakhouses'"
303,'Tai’s Asian Bistro',(608) 661-8889,'638 S Whitney Way',1,"'Asian Fusion,Chinese'"
304,'Maharani Restaurant',(608) 251-9999,'380 W Washington Ave',1,"'Indian,Pakistani'"
305,'Rockhound Brewing Company',(608) 285-9023,'444 S Park St',1,"'Breweries,Comfort Food'"
306,'Sonny’s Kitchen',(608) 291-2266,'101 S Main St',1,"'Breakfast & Brunch,American (Traditional)'"
307,'Avenue Club and the Bubble Up Bar',(608) 257-6877,'1128 E Washington Ave',1,"'Cocktail Bars,American (Traditional),Desserts'"
308,'Curry in the Box',(608) 273-9100,'3050 Cahill Main',1,"'Indian,Thai'"
309,'The Rodeside Grill',(608) 846-1874,'6317 Rostad Cir',1,'American (Traditional)'
310,'Gotham Bagels',(608) 467-7642,'112 E Mifflin St',1,"'Bagels,Breakfast & Brunch,Delis'"
311,'Sushi Express',(608) 467-9688,'610 University Ave',1,"'Japanese,Sushi Bars'"
312,'Gus’s Diner',(608) 318-0900,'630 N Westmount Dr',1,"'Diners,Breakfast & Brunch,American (Traditional)'"
313,'ZenZen Taste 四合院',(608) 316-0188,'6634 Watts Rd',1,'Chinese'
314,'Fugu',(608) 665-3633,'411 W Gilman St',1,'Asian Fusion'
315,'Lane’s Bakery & Coffee',(608) 251-0532,'2304 S Park St',1,"'Bakeries,Grocery,Cafes'"
316,'Willie Ty’s Eatery',(608) 318-1057,'836 Grove St',1,"'Burgers,Pubs,Sandwiches'"
317,'Five Star Korean BBQ',(608) 630-9840,'605 E Washington Ave',1,"'Barbeque,Korean'"
318,'Teriyaki Sushi Express',(608) 271-4000,'3044 Fish Hatchery Rd',1,'Japanese'
319,'Five Guys',(608) 255-2520,'517 State St',1,"'Burgers,Fast Food'"
320,'The Icon',(608) 256-3000,'206 State St',1,"'Tapas Bars,Wine Bars'"
321,'The Thirsty Goat',(608) 422-5500,'3040 Cahill Main',1,"'American (Traditional),Barbeque'"
322,'Texas Roadhouse',(608) 244-9486,'4841 Annamark Dr',1,"'Steakhouses,Barbeque,American (Traditional)'"
323,'Journey Sushi & Seafood Buffet',(608) 663-6686,'4325 Lien Rd',1,"'Sushi Bars,Buffets,Seafood'"
324,'Schwoegler Park Towne Lanes',(608) 833-7272,'444 Grand Canyon Dr',1,"'Bowling,American (Traditional),Sports Bars'"
325,'Naty’s Fast Food',(608) 709-6745,'1616 Beld St',1,'Fast Food'
326,'Colectivo Coffee',(608) 709-1911,'583 State St',1,"'Coffee & Tea,Sandwiches'"
327,'Babes Grill & Bar',(608) 274-7300,'5614 Schroeder Rd',1,"'American (New),Sports Bars'"
328,'Takara',(608) 270-1188,'696 S Whitney Way',1,"'Sushi Bars,Japanese'"
329,'Nitty Gritty- Madison',(608) 251-2521,'223 N Frances St',1,"'Bars,American (Traditional)'"
330,'Argus Bar & Grill',(608) 256-4141,'123 E Main St',1,"'Bars,Burgers,American (New)'"
331,'Espresso Royale Caffe',(608) 259-0800,'224 State St',1,"'Coffee & Tea,Sandwiches,Internet Cafes'"
332,'Taj Indian Restaurant',(608) 268-0772,'1256 S Park St',1,"'Indian,Vegetarian'"
333,'The Sett',(608) 890-4401,'1308 W Dayton St',1,"'American (New),Recreation Centers,Music Venues'"
334,'Happy Wok',(608) 833-3488,'429 Commerce Dr',1,'Chinese'
335,'5th Quarter Sports Bar & Grill',(608) 845-9690,'161 Horizon Dr',1,"'Sports Bars,American (Traditional)'"
336,'Monk’s Bar & Grill - Sun Prairie',(608) 834-3198,'2832 Prairie Lakes Dr',1,"'American (Traditional),Sports Bars'"
337,'City Bar',(608) 250-2489,'636 State St',1,"'Lounges,Burgers'"
338,'Dickey’s Barbecue Pit',(608) 827-9000,'8225 Greenway Blvd',1,"'Barbeque,American (Traditional),Southern'"
339,'QQ Express',(608) 256-2288,'1401 University Ave',1,'Chinese'
340,'The Tin Fox',(608) 709-1616,'2616 Monroe St',1,"'American (New),Coffee & Tea,Bars'"
341,'Capitol ChopHouse',(608) 255-5100,'9 E Wilson',1,"'Steakhouses,Seafood,American (Traditional)'"
342,'Common Ground Middleton',(608) 820-1010,'2644 Branch St',1,''
343,'Maple Tree Supper Club',(608) 838-5888,'6010 US Hwy 51',1,"'American (Traditional),Breakfast & Brunch,Supper Clubs'"
344,'Culver’s',(608) 836-5577,'2906 Parmenter St',1,"'Ice Cream & Frozen Yogurt,Burgers,Fast Food'"
345,'Dynasty Chinese Restaurant',(608) 819-6888,'2705 W Beltline Hwy',0,''
346,'The Verona Woods',(608) 497-1680,'958 Liberty Dr',1,'American (New)'
347,'Mariners',(608) 246-3120,'5339 Lighthouse Bay Dr',1,"'Seafood,Steakhouses,Venues & Event Spaces'"
348,'Longtable Beer Cafe',(608) 841-2337,'7545 Hubbard Ave',1,"'Bars,American (New)'"
349,'Zoup!',(608) 841-2566,'8391 Greenway Blvd',1,"'Salad,Soup,Sandwiches'"
350,'Rising Sons Deli',(608) 661-4334,'617 State St',1,'Thai'
351,'It’s Time Grill & Pub',(608) 845-9669,'608 W Verona Ave',1,"'American (Traditional),Pubs'"
352,'Field Table',(608) 630-9222,'10 W Mifflin St',1,"'American (New),Cocktail Bars,Coffee & Tea'"
353,'What’s Brew’n In Sun Prairie',(608) 834-0263,'3140 Edmonton Dr',1,"'Ice Cream & Frozen Yogurt,Coffee & Tea,Breakfast & Brunch'"
354,'Fit Fresh Cuisine',(608) 841-2233,'8066 Watts Rd',1,"'Juice Bars & Smoothies,Gluten-Free'"
355,'Fat Jacks Barbecue',(608) 221-4220,'6207 Monona Dr',1,'Barbeque'
356,'Market Street Diner',(608) 825-3377,'110 Market St',1,'Diners'
357,'Potbelly Sandwich Shop',(608) 259-9553,'564 State St',1,"'Sandwiches,Fast Food,Salad'"
358,'Paisan’s',(608) 257-3832,'131 W Wilson St',1,"'Italian,Pizza'"
359,'Happy Wok',(608) 241-8166,'17 Eastpark Ct',1,'Chinese'
360,'Wilson’s Bar',(608) 241-2226,'2144 Atwood Ave',1,"'Sports Bars,Burgers,Sandwiches'"
361,'The Heights',(608) 405-5500,'11 N Allen St',1,''
362,'State Street Brats',(608) 255-5544,'603 State St',1,"'American (Traditional),Sports Bars'"
363,'Red Robin Gourmet Burgers',(608) 301-0435,'2440 E Springs Dr',1,"'Burgers,American (Traditional)'"
364,'Cuco’s Madison',(608) 204-2705,'4426 E Buckeye Rd',1,'Mexican'
365,'The Brass Ring',(608) 256-9359,'701 E Washington Ave',1,"'Bars,American (Traditional),Pool Halls'"
366,'Benvenuto’s Italian Grill',(608) 278-7800,'2949 Triverton Pike Dr',1,"'Italian,Bars'"
367,'Elie’s Family Restaurant and Banquet',(608) 223-2040,'4102 Monona Dr',1,'American (Traditional)'
368,'Sarku Japan',(608) 243-8686,'89 E Towne Mall',1,'Japanese'
369,'Outpost Bar & Grill',(608) 839-5205,'227 S Main St',1,'Restaurants'
370,'Olde Town Coffee House',(608) 839-5394,'218 S Main St',1,"'Coffee & Tea,Breakfast & Brunch'"
371,'Ramen Kid',(608) 422-5477,'461 Gilman St',1,"'Ramen,Asian Fusion'"
372,'Prairie Cafe & Bakery',(608) 827-2437,'3109 Pheasant Branch Rd',1,"'Coffee & Tea,Breakfast & Brunch,Sandwiches'"
373,'Sumo Japanese Steakhouse & Sushi Bar',(608) 661-5533,'1745 Parkside Dr',1,"'Steakhouses,Sushi Bars,Japanese'"
374,'The Knuckle Down Saloon',(608) 222-7800,'2513 Seiferth Rd',1,"'Pubs,Music Venues,American (Traditional)'"
375,'Laredo’s',(608) 278-0585,'694 S Whitney Way',1,"'Mexican,Tex-Mex'"
376,'Belair Cantina',(608) 620-6040,'111 Martin Luther King Jr Blvd',1,"'Mexican,Bars,Gluten-Free'"
377,'The Rigby Pub And Grill',(608) 442-1112,'119 E Main St',1,"'Pubs,American (New),Venues & Event Spaces'"
378,'Chaat Cafe',(608) 709-5252,'705 South Gammon Rd',1,'Indian'
379,'Biergarten at Olbrich Park',(608) 237-3548,'3527 Atwood Ave',1,"'Beer Gardens,German'"
380,'ZuZu Cafe & Market',(608) 260-9898,'1336 Drake St',1,"'Ice Cream & Frozen Yogurt,Coffee & Tea,Breakfast & Brunch'"
381,'Luigi’s',(608) 661-7663,'515 S Midvale Blvd',1,"'Pizza,Italian'"
382,'Michael’s Frozen Custard',(608) 231-3500,'2531 Monroe St',1,"'Burgers,Ice Cream & Frozen Yogurt'"
383,'Paoli Pub & Grill',(608) 845-8100,'6893 Paoli Rd',1,"'Pubs,American (Traditional)'"
384,'Licari’s Bar and Grill',(608) 256-3548,'1405 Emil St',1,"'Dive Bars,American (Traditional),Fish & Chips'"
385,'Bonefish Grill',(608) 827-5720,'7345 Mineral Point Rd',1,"'Seafood,American (New),Cocktail Bars'"
386,'Sa-Bai Thong',(608) 828-9565,'6802 Odana Rd',1,'Thai'
387,'Ramen Station',(608) 819-8918,'1124 S Park St',1,'Ramen'
388,'Maria’s Pizza',(608) 835-5455,'134 S Main St',1,'Pizza'
389,'Monona Garden Family Restaurant',(608) 223-9707,'6501 Bridge Rd',1,'American (Traditional)'
390,'Mr. Brews Taphouse',(608) 845-2280,'611 Hometown Cir',1,'American (Traditional)'
391,'Dubai Mediterranean Restaurant & Bar',(608) 819-8222,'419 State St',1,"'Mediterranean,Hookah Bars'"
392,'Dickey’s Barbecue Pit',(608) 249-4205,'4833 Annamark Dr',1,"'Barbeque,American (Traditional),Southern'"
393,'The Klassik Tavern',(608) 845-6471,'410 W Verona Ave',1,"'American (Traditional),Bars'"
394,'Pizza Di Roma',(608) 268-0900,'313 State St',0,''
395,'Monk’s Bar & Grill - Middleton',(608) 833-7001,'8313 Murphy Dr',1,"'Sports Bars,American (Traditional)'"
396,'Ruth’s Chris Steak House',(608) 828-7884,'2137 Deming Way',1,'Steakhouses'
397,'Umami Buns',(608) 819-6319,'716-798 State St',1,"'Food Trucks,Japanese,Asian Fusion'"
398,'Breakwater',(608) 416-5388,'6308 Metropolitan Ln',1,"'American (New),Cocktail Bars,Burgers'"
399,'Nam’s Noodle',(608) 287-0475,'1336 Regent St',1,'Noodles'
400,'Murphy’s Bar and Restaurant',(608) 661-0821,'5344 Hwy 113',1,"'American (Traditional),Pubs'"
401,'Daly’s Bar & Grill',(608) 837-6016,'1086 Emerald Ter',1,"'American (Traditional),Bars'"
402,'Jamerica Caribbean Restaurant',(608) 251-6234,'1236 Williamson St',1,'Caribbean'
403,'Me & Julio',(608) 278-1428,'2784 S Fish Hatchery Rd',1,"'Mexican,American (Traditional),Tex-Mex'"
404,'Chili King',(608) 422-5666,'602 S Park St',1,'Chinese'
405,'Mr. Brews Taphouse',(608) 849-4644,'300 N Century Ave',1,"'Burgers,Beer, Wine & Spirits'"
406,'Crandall’s Peruvian Bistro',(608) 231-2000,'334 State St',1,"'Peruvian,Latin American'"
407,'Tutto Pasta State Street',(608) 294-1000,'305 State St',1,'Italian'
408,'Green Lantern Restaurant',(608) 838-4730,'4412 Siggelkow Rd',1,"'American (Traditional),Bars,Venues & Event Spaces'"
409,'Roman Candle Pizzeria',(608) 831-7777,'1920 Parmenter St',1,'Pizza'
410,'King of Falafel & Grill',(608) 709-5500,'1129 S Park St',1,"'Food Trucks,Falafel,Middle Eastern'"
411,'La Hacienda',,'515 S Park St',1,'Mexican'
412,'Firehouse Subs Mineral Point',(608) 829-1001,'7854 Mineral Point Rd',1,"'Sandwiches,Fast Food,Delis'"
413,'RP Adler’s',(608) 828-1250,'8202 Watts Rd',1,'American (New)'
414,'Der Rathskeller',(608) 262-7324,'800 Langdon St',1,"'American (Traditional),Beer, Wine & Spirits,Sandwiches'"
415,'Deja Brew',(608) 237-3739,'4915 Commercial Ave',1,"'Coffee & Tea,Breakfast & Brunch,Sandwiches'"
416,'Chang Jiang Restaurant',(608) 274-2328,'5710 Raymond Rd',1,'Chinese'
417,'HuHot Mongolian Grill',(608) 827-7110,'610 Junction Rd',1,"'Mongolian,Chinese,Asian Fusion'"
418,'Original Pancake House',(608) 222-1137,'518 River Pl',1,"'Juice Bars & Smoothies,Waffles,Creperies'"
419,'Banushi’s Bar and Grill',(608) 873-3700,'800 Nygaard St',1,"'Beer, Wine & Spirits,Sports Bars,American (Traditional)'"
420,'LongHorn Steakhouse',(608) 836-1830,'418 S Gammon Rd',1,"'Steakhouses,American (Traditional),Barbeque'"
421,'George’s Chicken and Fish',(608) 318-5555,'1112 N Bristol St',1,"'Chicken Wings,Fast Food,Hot Dogs'"
422,'Madison Club',(608) 255-4861,'5 E Wilson St',1,"'American (New),Bars,Venues & Event Spaces'"
423,'Mr Brews Taphouse',(608) 422-5424,'5271 High Crossing Blvd',1,"'Burgers,Beer Bar'"
424,'Pickle Jar',(608) 469-9124,'141 S Butler',1,"'Food Trucks,Barbeque'"
425,'The Library Cafe & Bar',(608) 251-1200,'320 N Randall Ave',1,"'Coffee & Tea,Lounges,American (Traditional)'"
426,'Pizza Di Roma West',(608) 841-1610,'439 Grand Canyon Dr',1,"'Pizza,Italian'"
427,'Sofra Family Bistro',(608) 836-6614,'7457 Elmwood Ave',1,'Breakfast & Brunch'
428,'Wah Kee Wonton Noodle',(608) 255-5580,'600 Williamson St',1,'Chinese'
429,'Tavernakaya',(608) 286-1548,'27 E Main St',1,"'Japanese,Chinese,Sushi Bars'"
430,'C’s Restaurant Bakery and Coffee Shop',(608) 836-4700,'2550 Allen Blvd',1,"'Bakeries,Donuts,American (Traditional)'"
431,'Quivey’s Grove',(608) 273-4900,'6261 Nesbitt Rd',1,"'American (New),Fish & Chips'"
432,'Gus’s Diner - Verona',(608) 497-0230,'110 Keenan Ct',1,'Diners'
433,'Johnny Delmonico’s Steakhouse',(608) 257-8325,'130 S Pinckney St',1,"'Steakhouses,Seafood'"
434,'Next Door Brewing Company',(608) 729-3683,'2439 Atwood Ave',1,"'Breweries,Sandwiches,American (New)'"
435,'VIP',(608) 831-5555,'6718-6722 Odana Rd',1,"'Japanese,Chinese,Sushi Bars'"
436,'The Great Dane Pub & Brewing Company',(608) 442-9000,'2980 Cahill Main',1,"'American (Traditional),Pubs,Breweries'"
437,'Cranberry Creek Catering & Cafe',(608) 222-4803,'1501 Lake Point Dr',1,"'Caterers,Cafes'"
438,'Mr. Brews Taphouse All American Burgers',(608) 824-9600,'610 Junction Rd',1,"'Pubs,Burgers'"
439,'1847 At the Stamm House',(608) 203-9430,'6625 Century Ave',1,"'Supper Clubs,American (Traditional),Gastropubs'"
440,'Buck & Honeys',(608) 837-3131,'804 Liberty Blvd',1,"'Wine Bars,American (Traditional)'"
441,'Parkway Family Restaurant',(608) 255-2355,'1221 Ann St',1,"'American (New),Breakfast & Brunch'"
442,'Takara 88',(608) 203-8866,'1900 Cayuga St',1,"'Japanese,Sushi Bars'"
443,'Wonder Bar Steakhouse',(608) 256-9430,'222 E Olin Ave',1,"'Steakhouses,Seafood'"
444,'Chen’s Dumpling House',(608) 709-5888,'505 State St',1,'Chinese'
445,'Rosie’s Coffee Bar & Bakery',(608) 441-7673,'4604 Monona Dr',1,"'Coffee & Tea,Breakfast & Brunch,Bakeries'"
446,'Fleming’s Prime Steakhouse & Wine Bar',(608) 233-9550,'750 N Midvale Blvd',1,"'Steakhouses,Wine Bars,Seafood'"
447,'Badger Tavern',(608) 286-1450,'1612 Seminole Hwy',1,"'Bars,American (New)'"
448,'The Curve',(608) 251-0311,'653 S Park St',1,"'Diners,Breakfast & Brunch'"
449,'Glass Nickel Pizza - Madison West',(608) 709-2499,'5003 University Ave',1,"'Pizza,Sandwiches,Salad'"
450,'Sala Thai Restaurant',(608) 246-1889,'36 S Fair Oaks Ave',1,'Thai'
451,'Biaggi’s Ristorante Italiano',(608) 664-9288,'1611 Aspen Commons',1,'Italian'
452,'K Peppers',(608) 833-3189,'1901 Cayuga St',1,"'Asian Fusion,Korean'"
453,'El Sabor de Puebla',(608) 422-5264,'305 N 4th St',1,'Mexican'
454,'Mad Seafood Boiler',(608) 819-6168,'201 W Gorham St',1,"'Cajun/Creole,Seafood,Sushi Bars'"
455,'Lakeview Bakery and Deli',(608) 250-2380,'524 E Wilson St',1,"'Bakeries,Delis'"
456,'Culver’s',(608) 203-8024,'7206 Mineral Point Rd',1,"'Fast Food,Ice Cream & Frozen Yogurt,Burgers'"
457,'Dahmen’s at Hawks',(608) 848-5751,'88 Hawks Landing Cir',1,"'Italian,Chicken Wings,Mexican'"
458,'Falbo Bros. Pizzeria',(608) 834-8900,'1219 W Main St',1,'Pizza'
459,'Burrachos Fresh Mexican Grill',(608) 837-2611,'2691 Windsor St',1,"'Mexican,Desserts,Salad'"
460,'Porta Bella Italian Restaurant',(608) 535-4796,'425 N Frances St',1,"'Italian,Seafood,Pizza'"
461,'Day One Pizza',(608) 837-1818,'355 E Linnerud Dr',1,'Pizza'
462,'Rex’s Innkeeper',(608) 849-5011,'301 N Century Ave',1,"'Seafood,Steakhouses,American (Traditional)'"
463,'Slice’s Bar & Grill',(608) 243-6925,'2417 Pennsylvania Ave',1,"'Dive Bars,American (Traditional)'"
464,'Point Burger Bar',(608) 824-2011,'2259 Deming Way',2,''
465,'Popeyes Louisiana Kitchen',(608) 268-1606,'2844 Fish Hatchery Rd',1,"'Fast Food,Chicken Wings'"
466,'Pitcher’s Pub',(608) 271-9702,'323 W Beltline Hwy',1,"'Pubs,American (Traditional)'"
467,'Bristled Boar Saloon & Grill',(608) 831-0436,'2611 Branch St',1,"'Bars,American (Traditional)'"
468,'Cousins Subs',(608) 241-0121,'3715 E Washington Ave',1,"'Sandwiches,Delis'"
469,'Pancheros Mexican Grill',(608) 298-9800,'6309 McKee Rd',1,'Mexican'
470,'Falbo Bros. Pizzeria',(608) 223-9800,'101 River Pl',1,"'Pizza,Desserts,Salad'"
471,'The Roman Candle Pizzeria',(608) 278-1111,'2685 Research Park Dr',1,'Pizza'
472,'Club Tavern & Grille',(608) 836-3773,'1915 Branch St',1,"'American (New),Bars'"
473,'La Rosita Mexican Buffet',,'6001 Monona Dr',1,"'Mexican,Buffets'"
474,'Tanner’s Bar and Grill',(608) 833-7711,'1611 Deming Way',1,"'Sports Bars,American (Traditional)'"
475,'Badgerland Bar & Grill',(608) 251-3033,'525 W Johnson St',1,"'Bars,American (Traditional),Burgers'"
476,'Jade Garden',(608) 260-9890,'1109 S Park St',1,"'Chinese,Buffets'"
477,'Pancake Cafe',(608) 204-7040,'6220 Nesbitt Rd',1,'Breakfast & Brunch'
478,'Edo Japanese Restaurant',(608) 268-0247,'532 S Park St',1,'Japanese'
479,'Casa de Lara',(608) 251-7200,'341 State St',1,'Mexican'
480,'Jason’s Deli',(608) 827-7780,'7349 Mineral Point Rd',1,"'Delis,Sandwiches,Salad'"
481,'Nitty Gritty Middleton',(608) 833-6489,'1021 N Gammon Rd',1,"'American (Traditional),Sports Bars'"
482,'Varsity Bar & Grill',(608) 318-2729,'1205 W Main St',1,"'American (Traditional),Bars'"
483,'Tipsy cow',(608) 318-0232,'2816 Prairie Lakes Dr',2,''
484,'SCONNIEBAR',(608) 819-8610,'1421 Regent St',1,"'Burgers,Sports Bars,Chicken Wings'"
485,'Red Lobster',(608) 244-3530,'4502 East Towne Blvd',1,"'Seafood,American (Traditional)'"
486,'Mcgee’s Chicken',(608) 442-0220,'1920 S Park St',1,'American (Traditional)'
487,'Hawk’s Bar & Grill',(608) 256-4295,'425 State St',1,"'Sports Bars,American (Traditional)'"
488,'World Buffet',(608) 833-6789,'499 D'Onofrio Dr',1,"'Buffets,Chinese,Mongolian'"
489,'Captain Bill’s',(608) 831-7327,'2701 Century Harbor Rd',1,'Seafood'
490,'Silver Mine Subs',(608) 298-9500,'2601 W Beltline Hwy',1,"'Sandwiches,Salad,Caterers'"
491,'Culver’s',(608) 244-0808,'4301 E Towne Blvd',1,"'Fast Food,Ice Cream & Frozen Yogurt,Burgers'"
492,'Angelo’s',(608) 222-1464,'5801 Monona Dr',1,"'Italian,Pizza,Bars'"
493,'Culver’s',(608) 242-7731,'1325 Northport Dr',1,"'Fast Food,Ice Cream & Frozen Yogurt,Burgers'"
494,'Pasqual’s Cantina',(608) 819-8002,'1344 E Washington Ave',1,"'Tex-Mex,Mexican,Cocktail Bars'"
495,'Habanero’s Mexican Grill',(608) 244-1990,'3001 N Sherman Ave',1,'Mexican'
496,'Which Wich',(608) 825-1001,'2828 Prairie Lakes Dr',1,'Sandwiches'
497,'Cafe Social',(608) 305-4357,'102 N Bedford St Madison Wi',1,"'Coffee & Tea,Cafes,Breakfast & Brunch'"
498,'Barriques',(608) 286-1500,'2166 Atwood Ave',1,"'Cafes,Coffee & Tea,Sandwiches'"
499,'Which Wich',(608) 836-9424,'2177 Deming Way',1,'Sandwiches'
500,'Copper Top Restaurant',(608) 271-4588,'5401 W Beltline Hwy',1,'Breakfast & Brunch'
501,'Taquitos Marimar',(608) 513-0129,'Downtown Library Mall',1,"'Mexican,Food Trucks'"
502,'North of the Bayou',(608) 286-1393,'802 Atlas Ave',1,"'Cajun/Creole,Bars'"
503,'Laurel Tavern',(608) 233-1043,'2505 Monroe St',1,"'American (Traditional),Burgers,Sports Bars'"
