Address,CostRange,Cuisine,Name,PhoneNumber,ZipCode
"112 West Towne Mall, Madison",1,"Fast Food,Sandwich",Potbelly Sandwich Works,(608) 827-8200,53719
"3502 Monroe St, Madison",2,"Burger,Italian",Gates & Brovi,(608) 819-8988,53711
876 Jupiter Drive,2,American,The Great Dane Pub,(608) 442-1333,53718
"1611 Deming Way, Middleton",1,"American,Burger,Bar Food",Tanner's Bar and Grill,(608) 833-7711,53562
6644 Mineral Point Road,1,"Pizza,Sandwich",Rosati's Pizza,(608) 833-9300,53705
"6007 Monona Dr, Madison",2,Indian,Swad,(608) 819-9650,53716
"809 Water St., Sauk City",1,"Fast Food,Bar Food",The Press Box Bar & Grill,(608) 643-6666,53583
"N1835 N Shore Rd, Fort Atkinson",3,"American,Seafood,Steak",North Shore Inn Limited,(920) 563-2083,53538
"2388 Jackson St, Stoughton",1,Chinese,Grand China Restaurant,(608) 877-9699,53589
"514 E Wilson St, Madison",3,German,Essen Haus,(608) 255-4674,53703
425 North Frances Street,3,"Italian,Mediterranean,Pizza",Porta Bella,,53703
6220 Nesbitt Road Ste 2,2,Breakfast,Pancake Cafe,(608) 204-7040,53719
"1128 E Washington Avenue, Madison",3,"American,Bar Food",Avenue Club and The Bubble Up Bar,(608) 257-6877,53703
"121 E Main St, Stoughton",1,"American,Bar Food",Wendigo,(608) 205-2775,53589
"1017 Nygaard St, Stoughton",1,"Pizza,Bar Food",Deaks Pub & Grill,(608) 873-4066,53589
"1021 N Edge Trl, Verona",1,"Fast Food,Pizza",Papa Murphy's Pizza,(608) 848-7000,53593
"4606 Verona Rd, Madison",1,Sandwich,Gino's,(608) 273-1981,53711
99 South Main Street,2,American,Blackhawk Tavern and Grill,(920) 568-1898,53538
"2105 Sherman Ave, Madison",1,"Mediterranean,Middle Eastern",Banzo Restaurant,(608) 441-2002,53704
"3044 Fish Hatchery Rd, Fitchburg",1,"Japanese,Sushi",Teriyaki Sushi Express,(608) 271-4000,53713
"1617 N. Stoughton Rd, Madison",1,"Burger,Pizza,Sandwich",The Lazy Oaf Lounge,(608) 441-0370,53704
"2741 University Ave, Madison",1,"Fast Food,Mexican",Qdoba Mexican Grill,(608) 218-9670,53705
600 West Verona Avenue,1,"International,Sandwich",Jordandal Cookhouse,(608) 848-3298,53593
9 East Wilson,4,Steak,Capitol ChopHouse,,53703
"108 King St., Madison",3,American,43 North,(608) 255-4343,53703
"232 E. Olin Ave., Madison",3,Steak,Wonder Bar Steakhouse,(608) 256-9430,53713
"1200 Main Street, Cross Plains",2,"American,Breakfast,Pizza",Coach's Club,(608) 413-0400,53528
"1374 Williamson Street, Madison",2,Pizza,Grampa's Pizzeria,(608) 283-9580,53703
601 Junction Road,1,Sandwich,Panera Bread,(608) 826-0808,53717
"313 State St, Madison",2,"Italian,Pizza,Sandwich",Pizza DI Roma,(608) 268-0900,53703
8313 Murphy Drive,2,"American,Burger,Sandwich",Monk's Bar & Grill - Middleton,(608) 833-7001,53562
"8202 Watts Rd, Madison",2,"American,Bar Food",RP Adler's Pub & Grill,(608) 828-1250,53719
"1509 Madison Ave, Fort Atkinson",1,Chinese,Dragon China,(920) 568-3466,53538
"128 E Main St, Mount Horeb",1,"Breakfast,Diner",Schuberts Downtown Diner,(608) 437-3393,53572
"5100 Erling Avenue, McFarland",2,"American,Burger",5100,(608) 223-5100,53558
"2935 S Fish Hatchery Rd Ste 9, Fitchburg",1,Chinese,Chang Jiang,(608) 288-1888,53711
"Library Mall, Madison",1,Latin American,Caracas Empanadas,(608) 279-0835,
1748 Eagan Road,1,"Coffee and Tea,Sandwich",Cool Beans Coffee Cafe,(608) 244-8414,53704
"8310 Greenway Blvd Ste 106, Middleton",1,"Pizza,Sandwich",Cosi,(608) 836-3180,53562
"8414 Old Sauk Rd, Middleton",1,Asian,Chin's Asia Fresh,(608) 827-7721,53562
"10 N Livingston St, Madison",2,"Asian,Dim Sum",Sujeo,(608) 630-9400,
"341 State St Ste 2, Madison",2,Mexican,Casa DE Lara,(608) 251-7200,53703
"3502 East Washington Avenue, Madison",2,Latin American,La Taguara,(608) 721-9100,53704
"6396 County Line Rd, Fort Atkinson, WI 53538",2,"American,Steak",Stagecoach Inn,(608) 868-3850,53538
"703 E Johnson St, Madison",1,Burger,Caribou Tavern,(608) 257-5993,53703
"2611 E. Johnson St, Madison",1,"Coffee and Tea,Tea",Jade Mountain Cafe,(608) 316-2789,53704
"670 N Midvale Blvd, Madison",1,Southwestern,Pasqual's,(608) 663-8226,53705
"900 S Park St, Madison",2,"American,BBQ",Famous Dave's,(608) 286-9400,53715
"227 State St, Madison",3,American,Fresco,(608) 663-7374,53703
"3005 University Ave, Madison",4,Steak,Smoky's Club,(608) 233-2120,53705
"2039 Allen Boulevard, Middleton",2,Chinese,Imperial Garden Chinese Restaurant,(608) 238-6445,53562
223 North Frances Street,1,"American,Burger",Nitty Gritty Madison,(608) 251-2521,53703
"515 Junction Rd Ste A, Madison",2,Indian,Minerva Indian Restaurant,(608) 203-9671,53717
"1368 Regent St, Madison",1,"Pizza,Sandwich",Toppers Pizza,(608) 284-8484,53715
"110 Market St, Sun Prairie",2,,Carl's Cakes LLC,(608) 825-3377,53590
"317 Nora St, Stoughton",1,"American,Breakfast,Desserts",Sugar & Spice Eatery,(608) 873-9299,53589
"1304 E Washington Ave, Madison",1,"Burger,Bar Food,Sandwich",Baldwin Street Grille,(608) 442-8400,53703
"18 S Water St W, Fort Atkinson",1,"American,Desserts,Sandwich",Cafe Carpe,(920) 563-9391,53538
"7866 Mineral Point Road, Madison",1,,Silly Yak Bakery,(608) 833-5965,53717
"5957 McKee Road, Fitchburg",1,Indian,Haveli,(608) 274-3333,53719
122 West. Mifflin Street.,1,Italian,Cento,(608) 284-9378,53703
"908 E. Johnson St, Madison",1,"Coffee and Tea,Sandwich",Johnson Public House,(608) 347-0483,53703
"650 State St, Madison",1,Coffee and Tea,Espresso Royale,(608) 259-0300,53703
"112 King St, Madison",1,Coffee and Tea,Ancora Coffee Roasters,(608) 255-0285,53703
"1 Langdon St Ste 1, Madison",3,"American,French,Mediterranean",Kennedy Manor Dining Room & BR,(608) 256-5556,53703
"799 University Avenue, Madison",1,"Coffee and Tea,Sandwich,Tea",CoffeeBytes,(608) 256-9501,53715
"6606 Mineral Pt Rd, Madison",1,"Asian,Chinese",China Kitchen,(608) 826-4432,53705
"200 E Racine Street, Jefferson",1,"American,Burger,Desserts",Wedl's Hamburger Stand & Ice Cream Parlor,(920) 674-3637,53549
"345 Cannery Square, Sun Prairie",1,"Coffee and Tea,Desserts",Beans 'n Cream,(608) 837-7737,53590
"8426 Old Sauk Rd, Middleton",1,Desserts,Orange Leaf Frozen Yogurt,(608) 821-1127,53562
"4674 Cottage Grove Road, Madison",1,"Breakfast,Sandwich",Heritage Bakery & Cafe,(608) 222-0136,53716
"319 West Gorham St, Madison",1,"American,Burger,Sandwich",Chaser's Bar & Grille,(608) 512-0501,53703
"1612 E Hotel Dr, Edgerton",2,American,Lake House Inn,(608) 884-4544,53534
5339 Lighthouse Bay Drive,4,"Seafood,Steak",Mariner’s Inn,(608) 246-3120,53704
"305 State St, Madison",1,Italian,Tutto Pasta Trattoria,(608) 294-1000,53703
"6712 Frank Lloyd Wright Ave, Middleton",1,"Burger,Sandwich",Craftsman Table and Tap,(608) 836-3988,53562
"2501 W. Beltline Hwy, Ste. 111, Madison",1,"Breakfast,Sandwich,Tex-Mex",The Egg & I,(608) 275-3447,53713
6309 Monona Drive,2,"Japanese,Sushi,Teriyaki",Edo Garden,(608) 226-9828,53716
"5614 Schroeder Rd, Madison",2,"American,Burger,Seafood",Babes Madison,(608) 274-7300,53711
"301 North Street, Eken Park",1,"Burger,Pizza,Bar Food",Dexter's Pub,(608) 244-3535,53704
"655 Water St, Prairie Du Sac",1,"American,Breakfast,Diner",Sauk Prairie Eagle Inn,(608) 643-4516,53578
"203 West Gorham Street, Madison",2,"Eastern European,Afghan",Paul's Pel'meni,(608) 354-1713,53703
209 North Main Street,4,"American,Seafood",The Dining Room At 209 Main,(608) 938-2200,53570
"244 Gilman Street, Madison",2,Mexican,Los Gemelos,(608) 467-6999,53703
"515 South Midvale Blvd., Madison",1,"Italian,Pizza",Luigi's,(608) 661-7663,53711
630 North Westmount Drive,1,"American,Breakfast,Diner",Gus' Diner,(608) 318-0900,53590
"1724 Fordem Ave, Madison",1,Chinese,China Wok,(608) 240-9888,53704
"226 State St, Madison",2,Diner,Nick's Restaurant,(608) 255-5450,53703
710 West Main Street,1,"American,Breakfast,Coffee and Tea",Sir Hobo's,(608) 837-1044,53590
"44 S Fair Oaks Ave, Madison",1,"Breakfast,Diner,Sandwich",Fair Oaks Diner,(608) 216-5160,53714
2908 Syene Road,1,,Stella's Bakery,(608) 663-2690,53713
"3056 Fish Hatchery Rd, Fitchburg",2,"Mexican,Sandwich",La Concha Bakery,(608) 276-9263,53713
"4503 Monona Dr, Monona",1,"Pizza,Sandwich",Rossi's,(608) 222-5115,53716
"330 N. Orchard St., Madison",4,American,Steenbock's on Orchard,(608) 204-2733,53715
"1101 Williamson Street, Willy Street.",1,"Coffee and Tea,Vegetarian",Mother Fool's Coffeehouse,(608) 259-1301,53703
"122 State St, Madison",1,"American,Bar Food",The Fountain,(608) 250-1998,53703
"406 S Park St, Madison",2,"Fast Food,Pizza",Falbo Bros. Pizzeria,(608) 255-9090,53715
"5511 Monona Dr, Monona",1,"Diner,Pizza",Pizza Oven,(608) 222-8722,53716
"1025 N Sherman Ave, Madison",3,"Seafood,Steak",Kavanaugh's Esquire Club,(608) 249-0193,53704
"345 Sandy Beach Rd, Lake Mills",1,"American,Burger",Hering SandBar,(920) 648-3227,53551
"206 State St, Madison",2,Tapas,Icon,(608) 256-3000,53703
"2009 Atwood Ave, Madison",2,"Mexican,Tex-Mex",Tex Tubbs Taco Palace,(608) 242-1800,53704
"N3135 County Road V, Poynette",1,"American,Burger,Bar Food",Remi's Thirsty Moose,(608) 635-4311,53955
"6522 Monona Dr, Monona",2,"American,Burger,Sandwich",Red Robin Gourmet Burgers and Brews,(608) 223-1390,53716
789 University Avenue,2,Bar Food,Buffalo Wild Wings,(608) 255-9464,53703
"468 State St, Madison",1,"Desserts,Ice Cream",Chocolate Shoppe Ice Cream,(608) 255-5454,53703
"25 South Pinckney St, Madison",1,"Coffee and Tea,Sandwich",Colectivo Coffee,(608) 255-0474,53703
"3301 Parmenter St, Middleton",2,Pizza,Falbo Bros Pizzeria,(608) 836-9080,53562
"1019 N Gammon, Madison",1,Chinese,Tom's Red Pepper,(608) 831-1221,53719
"650 E State Rd 59, Edgerton",1,American,Emigail's Roadhouse,(608) 884-7922,53534
"1125 Whitewater Ave, Fort Atkinson",1,Breakfast,Soup's On,(920) 563-3878,53538
"729 N. High Point Rd, Madison",1,"Breakfast,Coffee and Tea,Sandwich",TNT's Coffee & Cafe,(608) 831-2298,53717
"416 South Park St., Madison",1,,The Mason Lounge,(608) 255-7777,53715
"105 Martin Luther King Junior Blvd, Madison",1,"American,Asian",Soho Gourmet Cuisines,(608) 556-7738,53703
"6501 Bridge Rd, Madison",2,"American,Breakfast,Diner",Monona Garden Family Restaurant,(608) 223-9707,53713
"8901 Hwy Y, Prairie Du Sac",1,American,Roxbury Tavern,(608) 643-8434,53578
"558 State St, Madison",1,Sandwich,Roast Public House,(608) 260-0088,53703
"652 State St, Madison",1,"Coffee and Tea,Sandwich",Einstein Bros Bagels,(608) 257-9828,53703
"1501 Lake Point Drive, Madison",1,American,Cranberry Creek Restaurant & Catering,(608) 222-4803,53713
"320 W Cottage Grove Rd, Cottage Grove",1,"American,Burger,Bar Food",Black Bear Inn,(608) 839-5222,53527
"119 5th Ave, New Glarus",2,"American,Breakfast,Mexican",Kristi's Restaurant,(608) 527-2012,53574
610 South Park Street.,2,"Asian,Chinese",Ichiban Sichuan,(608) 819-8808,53715
"2417 Pennsylvania Ave, Madison",1,"American,Burger,Bar Food",Slices,(608) 243-6925,53704
"212 Monroe St, Fort Atkinson",1,Desserts,Jerry's Cake Corner,(920) 568-4355,53538
"100 6th Ave, New Glarus",2,"European,Pizza,Steak",Ticino Pizzeria,(608) 527-5245,53574
"800 Nygaard St, Stoughton",2,American,Banushi's Bar and Grill,(608) 873-3700,53589
453 Gilman Street,1,Sandwich,Cheba Hut Toasted Subs,(608) 819-8485,53703
"3737 Milwaukee St, Madison",1,Mexican,La Joya Mexican Restaurant,(608) 285-5232,53714
"21 Tower Dr, Sun Prairie",1,Sandwich,Jimmy John's,(608) 825-2110,53590
"6712 Odana Road, Madison",1,"Desserts,Mexican",La Michoacana,(608) 841-1123,53719
"7438 State Road 78, Sauk City",3,"Italian,Seafood,Steak",Green Acres,(608) 643-2305,53583
"830 Oregon Center Dr, Oregon",2,American,Mulligan's Bar & Grill,(608) 835-6422,53575
"1102 N Main St, Edgerton",1,"American,Breakfast,Burger",Ray's Restaurant,(608) 884-9866,53534
"1501 Janesville Ave., Fort Atkinson",1,"American,Italian,Pizza",Brickhouse Pizza Pub,(920) 397-7640,53538
"1011 North Edge Trl, Verona",1,Sandwich,Milio's Sandwiches,(608) 848-7827,53593
"709 E State Road 59, Edgerton",1,Burger,Anchor Inn,(608) 884-7565,53534
"251 State St, Madison",2,Breakfast,Short Stack Eatery,(608) 709-5569,53703
"1336 Drake St, Madison",1,"Desserts,Sandwich",Zuzu Cafe,(608) 260-9898,53715
"5502 University Ave, Madison",2,Pizza,Buck's Pizza,(608) 238-9166,53705
"1843 Monroe St, Madison",2,"Bar Food,Irish",Brocach Irish Pub,(608) 819-8653,53711
"4604 Monona Dr, Madison",1,"Coffee and Tea,Sandwich",Rosie's Coffee Bar and Bakery,(608) 441-7673,53716
"4412 Siggelkow Rd, Mc Farland",1,American,Green Lantern Restaurant,(608) 838-4730,53558
"8205 Klevenville Riley Rd, Verona",1,Burger,Riley Tavern,(608) 845-9150,53593
"30 Merchant Row, Milton",1,Chinese,China Garden,(608) 868-5988,53563
"106 Dane St, Dane",1,Bar Food,Peg & Doc's Sports Bar & Grill,(608) 849-6275,53529
"50 Union St, Evansville",1,"Pizza,Sandwich",Romano's Pizzeria,(608) 882-6808,53536
"5360 Westport Rd, Madison",3,"American,Burger,Fish and Chips",Nau-Ti-Gal,(608) 246-3130,53704
"1021 N Gammon Rd, Middleton",1,"American,Burger,Bar Food",Nitty Gritty Restaurant & Bar,(608) 833-6489,53562
"114 State St, Madison",1,"Coffee and Tea,Desserts",Michelangelo's Coffee House,(608) 251-5299,53703
"449 State Street, Unit East",1,"Asian,Chinese,Vegetarian",Asian Kitchen,(608) 255-0571,53703
"4237 Lien Rd Ste H, Madison",1,Chinese,Flaming Wok,(608) 240-1085,53704
4614 East Washington Avenue,2,"American,Breakfast",IHOP,,53704
"2881 Commerce Park Drive, Fitchburg",1,"Breakfast,Sandwich",Fit Fresh Cuisine,(608) 277-8347,53719
"1 W Dayton St, Madison",3,American,Dayton Street Grille,(608) 294-3031,53703
"6162 US Highway 51, De Forest",1,American,Pine Cone Restaurant,(608) 249-8778,53532
"103 S. Main St.,, Lake Mills",2,"American,BBQ,Seafood",Carps Landing,(920) 648-3005,53551
"119 W Main St, Madison",1,Bar Food,Paradise Lounge,(608) 256-2263,53703
"6309 McKee Rd, Suite 100, Fitchburg",1,"Mexican,Tex-Mex",Pancheros Mexican Grill,(608) 298-9800,53719
"6250 Nesbitt Rd, Fitchburg",1,"Coffee and Tea,Tea",True Coffee Roasters,(608) 277-1455,53719
"161 Horizon Dr Ste 110, Verona",1,"Pizza,Bar Food",5th Quarter Sports Bar & Grill,(608) 845-9690,53593
"6150 Mineral Pt Rd, Madison",1,,Bruegger's Bagels,(608) 236-0607,53705
"925 E Broadway, Monona",1,American,Green Forest Family Restaurant,(608) 223-0886,53716
6305 Monona Drive,1,"Breakfast,Fast Food,Mexican",Taco John's,(608) 221-4622,53716
"604 University Ave, Madison",1,Mexican,The Taco Shop,(608) 250-8226,53715
"3710 County Road T, Madison",1,"American,Bar Food",Eagle Crest Bar,(608) 244-5413,53704
"231 North Street, Madison",1,"Italian,Sandwich",Crostini Sandwiches,(608) 241-4284,53704
"661 State St, Madison",1,Coffee and Tea,Starbucks,(608) 294-8345,53703
"2020 Main St, Cross Plains",1,"Coffee and Tea,Sandwich",Crossroads Coffeehouse,(608) 798-2080,53528
"1052 W Main St, Stoughton",1,"American,Desserts",Sunrise Family Restaurant,(608) 877-1930,53589
"8646 Davis St, Mount Horeb",2,Seafood,Marcines,(608) 832-6289,53572
"922 Windsor St, Sun Prairie",1,Chinese,Panda Garden,(608) 825-8308,53590
"117 Commerce St, De Forest",3,,Karen The Cake Lady,(608) 846-2446,53532
"109 Sherman Ave W, Fort Atkinson",1,Pizza,Pizza Villa,(920) 563-6646,53538
"2701 Century Harbor Rd., Middleton",3,Seafood,Captain Bill's,(608) 831-7327,53562
"950 Kimball Ln, Verona",2,"American,Burger",Grays Tied House,(608) 845-2337,53593
7017 Mineral Point Road,2,Italian,Olive Garden Italian Restaurant,(608) 829-1158,53717
444 West. Johnson Street.,2,"American,Breakfast,Diner",Bassett Street Brunch Club,(608) 467-5051,53703
"107 State Street, Madison",2,"American,Bar Food",Capital Tap Haus,(608) 310-1010,53703
"425 State St, Madison",1,"Burger,Sandwich",Hawk's,(608) 256-4295,53703
1086 Emerald Ter,1,"American,Burger,Pizza",Daly's Bar & Grill,(608) 837-6016,53590
"114 Cramer St, Mazomanie",2,American,The Old Feed Mill,(608) 795-4909,53560
"430 State Street, Madison",1,"Asian,Beverages,Tea",Sencha Tea Bar,(608) 819-8012,53703
7345 Mineral Point Road,3,"Seafood,Steak",Bonefish Grill,,53717
"W11602 County Road V, Lodi",2,"American,Seafood",Fitz's On The Lake,(608) 592-3302,53555
836 Grove Street,1,American,Willie Ty's Eatery,(608) 318-1057,53590
"430 W Gilman St, Madison",1,Bar Food,Blue Velvet Lounge,(608) 250-9900,53703
"117 W Main St, Madison",1,Bar Food,Shamrock Bar,(608) 255-5029,53703
7952 Tree Lane,2,"Pizza,American",Rocky Rococo Pan Style Pizza,,53717
3698 Kinsman Boulevard,1,Bar Food,Karben4 Brewing,(608) 241-4812,53704
"300 Washington St, Fort Atkinson",1,Coffee and Tea,Capputan,(920) 568-9330,53538
"505 State St, Madison",2,"Japanese,Sushi",Osaka House,(608) 819-8855,53703
"3097 Sunnyside St, Stoughton",2,"American,Sandwich,Steak",Springers,(608) 205-9300,53589
"109 W. Main St., Sun Prairie",3,American,Harry's Supper Club,(608) 825-7777,53590
"815 Madison St, Sauk City",1,Chinese,No 1 Kitchen,(608) 643-8886,53583
"2145 Regent St, Madison",1,Sandwich,Milio's,(608) 233-3233,53726
"337 East Lake St, Lake Mills",1,,Doyle's Dogs,,53551
"319 N Henry St, Madison",1,"Burger,Bar Food",Plaza Tavern & Grill,(608) 255-6592,53703
6413 University Avenue,1,Fast Food,Sonic Drive-In - Temporarily Closed,(608) 831-2633,53562
"6312 Metropolitan Ln, Monona",2,"American,Seafood,Cajun",Bourbon Street Grille,(608) 222-4410,53713
"2045 Atwood Ave, Madison",1,Thai,Monsoon Siam 2,,53704
"1650 Deming Way # SUITE102, Middleton",1,Ice Cream,Cold Stone Creamery,(608) 831-0332,53562
"100 6th Ave, New Glarus",3,German,New Glarus Hotel Restaurant,(608) 527-5244,53574
"1318 S Midvale Blvd, Madison",1,Mexican,Taqueria El Jalapeño,(608) 709-1345,53711
"6815 University Avenue, Middleton",1,"American,Burger,Bar Food",Middleton Sport Bowl,(608) 831-5238,53562
"540 University Ave., Madison",1,Sandwich,Erbert and Gerbert's Subs and Clubs,(800) 283-5241,53703
"4325 Lien Rd, Madison",2,"Chinese,Japanese,Sushi",The Journey,(608) 663-6686,53704
"141 South Butler Street, Madison",1,Middle Eastern,Layla's Persian Food,(608) 216-4511,53703
"1205 West Main Street, Sun Prairie",1,American,Varsity Bar & Grill,(608) 318-2729,53590
"100 Cross Country Rd, Verona",1,"Burger,Mexican",Pasqual's Cantina,(608) 497-3333,53593
"Mineral Point Rd, Madison",1,"Sandwich,Deli",Jason's Deli,(608) 827-7780,53717
"422 Gammon Pl, Madison",1,"American,International",Freshii,(608) 821-0209,53719
"2409 W Broadway, Monona",1,Chinese,Happy Wok,(608) 221-1661,53713
"6291 McKee Rd., Suite F, Fitchburg",2,"Pizza,Sandwich",Topper's Pizza,(608) 274-4444,53719
6619 Mckee Road,1,"Fast Food,Pizza",Papa John's Pizza,(608) 848-8580,53719
224 West Cottage Grove Road,1,"Pizza,Sandwich",Papa Jimmy's Pizzeria,(608) 839-3102,53527
"5696 Monona Dr, Madison",1,"Mexican,Seafood",Las Islas Del Mar,(608) 298-7687,53716
"1860 E Washington Ave Ste C3, Madison",2,"Desserts,Pizza,Sandwich",Pizza Pit,(608) 246-7733,53704
"5420 willow road, Waunakee",1,Greek,Trader Gus,(608) 249-6720,53597
"2710 Atwood Ave, Madison",1,"Coffee and Tea,Desserts,Sandwich",The Victory Madison,(608) 240-0366,53704
"4850 Larson Beach Rd, Mc Farland",1,Chinese,Main Moon Chinese Restaurant,(608) 838-9188,53558
"5415 Monona Drive, Monona",1,Chinese,Taste of China,(608) 224-0017,53716
"555 South Midvale Blvd, Madison",1,Coffee and Tea,EVP Coffee,(608) 441-1103,53711
"6893 Paoli Rd, Belleville",1,"Breakfast,Burger,Bar Food",Paoli Pub & Grill,(608) 845-8100,53508
"120 E Main St, Mount Horeb",1,"American,Bar Food",Main Street Pub & Grill,(608) 437-5733,53572
"4706 Farwell St, Madison",2,"Italian,Pizza",Angelo's,(608) 838-2233,53558
"W8639 Kuehn Rd, Fort Atkinson",1,American,Norm's Hideaway,(608) 884-4823,53538
"1901 Cayuga St Ste 105, Middleton",1,Asian,Orient Express,(608) 831-3458,53562
"100 Martin Luther King Jr Blvd, Madison",1,"Italian,Sandwich",FIB's,(608) 334-1361,53703
"W12690 State Road 188, Lodi",3,Seafood,Fish Tales LLC,(608) 592-4266,53555
"132 E Lake St, Lake Mills",1,"Coffee and Tea,Sandwich",Water House Foods,(920) 945-0660,53551
"126 W Towne Mall, Madison",1,Chinese,Stir Fry 88 Chinese Kitchen,(608) 833-1617,53719
"N5942 County Rd O, Waterloo",1,American,Kroghville Oasis,(920) 648-5821,53594
"2518 Allen Blvd, Middleton",1,Mexican,Cocina Real,(608) 831-0528,53562
"28 N Water St E, Fort Atkinson",1,Pizza,Bienfang's Bar,(920) 563-8046,53538
