Name,PhoneNumber,Address,CostRange,Cuisine
Nani Restaurant,(608) 826-9300,518 Grand Canyon Dr,1,"Dim Sum,Cantonese"
Johnny’s Italian Steakhouse,(608) 831-3705,8390 Market St,1,"Italian,Steakhouses"
Tai’s Asian Bistro,(608) 661-8889,638 S Whitney Way,1,"Asian Fusion,Chinese"
Maharani Restaurant,(608) 251-9999,380 W Washington Ave,1,"Indian,Pakistani"
Rockhound Brewing Company,(608) 285-9023,444 S Park St,1,"Breweries,Comfort Food"
Sonny’s Kitchen,(608) 291-2266,101 S Main St,1,"Breakfast & Brunch,American (Traditional)"
Avenue Club and the Bubble Up Bar,(608) 257-6877,1128 E Washington Ave,1,"Cocktail Bars,American (Traditional),Desserts"
Curry in the Box,(608) 273-9100,3050 Cahill Main,1,"Indian,Thai"
The Rodeside Grill,(608) 846-1874,6317 Rostad Cir,1,American (Traditional)
Gotham Bagels,(608) 467-7642,112 E Mifflin St,1,"Bagels,Breakfast & Brunch,Delis"
Sushi Express,(608) 467-9688,610 University Ave,1,"Japanese,Sushi Bars"
Gus’s Diner,(608) 318-0900,630 N Westmount Dr,1,"Diners,Breakfast & Brunch,American (Traditional)"
ZenZen Taste 四合院,(608) 316-0188,6634 Watts Rd,1,Chinese
Fugu,(608) 665-3633,411 W Gilman St,1,Asian Fusion
Lane’s Bakery & Coffee,(608) 251-0532,2304 S Park St,1,"Bakeries,Grocery,Cafes"
Willie Ty’s Eatery,(608) 318-1057,836 Grove St,1,"Burgers,Pubs,Sandwiches"
Five Star Korean BBQ,(608) 630-9840,605 E Washington Ave,1,"Barbeque,Korean"
Teriyaki Sushi Express,(608) 271-4000,3044 Fish Hatchery Rd,1,Japanese
Five Guys,(608) 255-2520,517 State St,1,"Burgers,Fast Food"
The Icon,(608) 256-3000,206 State St,1,"Tapas Bars,Wine Bars"
The Thirsty Goat,(608) 422-5500,3040 Cahill Main,1,"American (Traditional),Barbeque"
Texas Roadhouse,(608) 244-9486,4841 Annamark Dr,1,"Steakhouses,Barbeque,American (Traditional)"
Journey Sushi & Seafood Buffet,(608) 663-6686,4325 Lien Rd,1,"Sushi Bars,Buffets,Seafood"
Schwoegler Park Towne Lanes,(608) 833-7272,444 Grand Canyon Dr,1,"Bowling,American (Traditional),Sports Bars"
Naty’s Fast Food,(608) 709-6745,1616 Beld St,1,Fast Food
Colectivo Coffee,(608) 709-1911,583 State St,1,"Coffee & Tea,Sandwiches"
Babes Grill & Bar,(608) 274-7300,5614 Schroeder Rd,1,"American (New),Sports Bars"
Takara,(608) 270-1188,696 S Whitney Way,1,"Sushi Bars,Japanese"
Nitty Gritty- Madison,(608) 251-2521,223 N Frances St,1,"Bars,American (Traditional)"
Argus Bar & Grill,(608) 256-4141,123 E Main St,1,"Bars,Burgers,American (New)"
Espresso Royale Caffe,(608) 259-0800,224 State St,1,"Coffee & Tea,Sandwiches,Internet Cafes"
Taj Indian Restaurant,(608) 268-0772,1256 S Park St,1,"Indian,Vegetarian"
The Sett,(608) 890-4401,1308 W Dayton St,1,"American (New),Recreation Centers,Music Venues"
Happy Wok,(608) 833-3488,429 Commerce Dr,1,Chinese
5th Quarter Sports Bar & Grill,(608) 845-9690,161 Horizon Dr,1,"Sports Bars,American (Traditional)"
Monk’s Bar & Grill - Sun Prairie,(608) 834-3198,2832 Prairie Lakes Dr,1,"American (Traditional),Sports Bars"
City Bar,(608) 250-2489,636 State St,1,"Lounges,Burgers"
Dickey’s Barbecue Pit,(608) 827-9000,8225 Greenway Blvd,1,"Barbeque,American (Traditional),Southern"
QQ Express,(608) 256-2288,1401 University Ave,1,Chinese
The Tin Fox,(608) 709-1616,2616 Monroe St,1,"American (New),Coffee & Tea,Bars"
Capitol ChopHouse,(608) 255-5100,9 E Wilson,1,"Steakhouses,Seafood,American (Traditional)"
Common Ground Middleton,(608) 820-1010,2644 Branch St,1,
Maple Tree Supper Club,(608) 838-5888,6010 US Hwy 51,1,"American (Traditional),Breakfast & Brunch,Supper Clubs"
Culver’s,(608) 836-5577,2906 Parmenter St,1,"Ice Cream & Frozen Yogurt,Burgers,Fast Food"
Dynasty Chinese Restaurant,(608) 819-6888,2705 W Beltline Hwy,0,
The Verona Woods,(608) 497-1680,958 Liberty Dr,1,American (New)
Mariners,(608) 246-3120,5339 Lighthouse Bay Dr,1,"Seafood,Steakhouses,Venues & Event Spaces"
Longtable Beer Cafe,(608) 841-2337,7545 Hubbard Ave,1,"Bars,American (New)"
Zoup!,(608) 841-2566,8391 Greenway Blvd,1,"Salad,Soup,Sandwiches"
Rising Sons Deli,(608) 661-4334,617 State St,1,Thai
It’s Time Grill & Pub,(608) 845-9669,608 W Verona Ave,1,"American (Traditional),Pubs"
Field Table,(608) 630-9222,10 W Mifflin St,1,"American (New),Cocktail Bars,Coffee & Tea"
What’s Brew’n In Sun Prairie,(608) 834-0263,3140 Edmonton Dr,1,"Ice Cream & Frozen Yogurt,Coffee & Tea,Breakfast & Brunch"
Fit Fresh Cuisine,(608) 841-2233,8066 Watts Rd,1,"Juice Bars & Smoothies,Gluten-Free"
Fat Jacks Barbecue,(608) 221-4220,6207 Monona Dr,1,Barbeque
Market Street Diner,(608) 825-3377,110 Market St,1,Diners
Potbelly Sandwich Shop,(608) 259-9553,564 State St,1,"Sandwiches,Fast Food,Salad"
Paisan’s,(608) 257-3832,131 W Wilson St,1,"Italian,Pizza"
Happy Wok,(608) 241-8166,17 Eastpark Ct,1,Chinese
Wilson’s Bar,(608) 241-2226,2144 Atwood Ave,1,"Sports Bars,Burgers,Sandwiches"
The Heights,(608) 405-5500,11 N Allen St,1,
State Street Brats,(608) 255-5544,603 State St,1,"American (Traditional),Sports Bars"
Red Robin Gourmet Burgers,(608) 301-0435,2440 E Springs Dr,1,"Burgers,American (Traditional)"
Cuco’s Madison,(608) 204-2705,4426 E Buckeye Rd,1,Mexican
The Brass Ring,(608) 256-9359,701 E Washington Ave,1,"Bars,American (Traditional),Pool Halls"
Benvenuto’s Italian Grill,(608) 278-7800,2949 Triverton Pike Dr,1,"Italian,Bars"
Elie’s Family Restaurant and Banquet,(608) 223-2040,4102 Monona Dr,1,American (Traditional)
Sarku Japan,(608) 243-8686,89 E Towne Mall,1,Japanese
Outpost Bar & Grill,(608) 839-5205,227 S Main St,1,Restaurants
Olde Town Coffee House,(608) 839-5394,218 S Main St,1,"Coffee & Tea,Breakfast & Brunch"
Ramen Kid,(608) 422-5477,461 Gilman St,1,"Ramen,Asian Fusion"
Prairie Cafe & Bakery,(608) 827-2437,3109 Pheasant Branch Rd,1,"Coffee & Tea,Breakfast & Brunch,Sandwiches"
Sumo Japanese Steakhouse & Sushi Bar,(608) 661-5533,1745 Parkside Dr,1,"Steakhouses,Sushi Bars,Japanese"
The Knuckle Down Saloon,(608) 222-7800,2513 Seiferth Rd,1,"Pubs,Music Venues,American (Traditional)"
Laredo’s,(608) 278-0585,694 S Whitney Way,1,"Mexican,Tex-Mex"
Belair Cantina,(608) 620-6040,111 Martin Luther King Jr Blvd,1,"Mexican,Bars,Gluten-Free"
The Rigby Pub And Grill,(608) 442-1112,119 E Main St,1,"Pubs,American (New),Venues & Event Spaces"
Chaat Cafe,(608) 709-5252,705 South Gammon Rd,1,Indian
Biergarten at Olbrich Park,(608) 237-3548,3527 Atwood Ave,1,"Beer Gardens,German"
ZuZu Cafe & Market,(608) 260-9898,1336 Drake St,1,"Ice Cream & Frozen Yogurt,Coffee & Tea,Breakfast & Brunch"
Luigi’s,(608) 661-7663,515 S Midvale Blvd,1,"Pizza,Italian"
Michael’s Frozen Custard,(608) 231-3500,2531 Monroe St,1,"Burgers,Ice Cream & Frozen Yogurt"
Paoli Pub & Grill,(608) 845-8100,6893 Paoli Rd,1,"Pubs,American (Traditional)"
Licari’s Bar and Grill,(608) 256-3548,1405 Emil St,1,"Dive Bars,American (Traditional),Fish & Chips"
Bonefish Grill,(608) 827-5720,7345 Mineral Point Rd,1,"Seafood,American (New),Cocktail Bars"
Sa-Bai Thong,(608) 828-9565,6802 Odana Rd,1,Thai
Ramen Station,(608) 819-8918,1124 S Park St,1,Ramen
Maria’s Pizza,(608) 835-5455,134 S Main St,1,Pizza
Monona Garden Family Restaurant,(608) 223-9707,6501 Bridge Rd,1,American (Traditional)
Mr. Brews Taphouse,(608) 845-2280,611 Hometown Cir,1,American (Traditional)
Dubai Mediterranean Restaurant & Bar,(608) 819-8222,419 State St,1,"Mediterranean,Hookah Bars"
Dickey’s Barbecue Pit,(608) 249-4205,4833 Annamark Dr,1,"Barbeque,American (Traditional),Southern"
The Klassik Tavern,(608) 845-6471,410 W Verona Ave,1,"American (Traditional),Bars"
Pizza Di Roma,(608) 268-0900,313 State St,0,
Monk’s Bar & Grill - Middleton,(608) 833-7001,8313 Murphy Dr,1,"Sports Bars,American (Traditional)"
Ruth’s Chris Steak House,(608) 828-7884,2137 Deming Way,1,Steakhouses
Umami Buns,(608) 819-6319,716-798 State St,1,"Food Trucks,Japanese,Asian Fusion"
Breakwater,(608) 416-5388,6308 Metropolitan Ln,1,"American (New),Cocktail Bars,Burgers"
Nam’s Noodle,(608) 287-0475,1336 Regent St,1,Noodles
Murphy’s Bar and Restaurant,(608) 661-0821,5344 Hwy 113,1,"American (Traditional),Pubs"
Daly’s Bar & Grill,(608) 837-6016,1086 Emerald Ter,1,"American (Traditional),Bars"
Jamerica Caribbean Restaurant,(608) 251-6234,1236 Williamson St,1,Caribbean
Me & Julio,(608) 278-1428,2784 S Fish Hatchery Rd,1,"Mexican,American (Traditional),Tex-Mex"
Chili King,(608) 422-5666,602 S Park St,1,Chinese
Mr. Brews Taphouse,(608) 849-4644,300 N Century Ave,1,"Burgers,Beer, Wine & Spirits"
Crandall’s Peruvian Bistro,(608) 231-2000,334 State St,1,"Peruvian,Latin American"
Tutto Pasta State Street,(608) 294-1000,305 State St,1,Italian
Green Lantern Restaurant,(608) 838-4730,4412 Siggelkow Rd,1,"American (Traditional),Bars,Venues & Event Spaces"
Roman Candle Pizzeria,(608) 831-7777,1920 Parmenter St,1,Pizza
King of Falafel & Grill,(608) 709-5500,1129 S Park St,1,"Food Trucks,Falafel,Middle Eastern"
La Hacienda,,515 S Park St,1,Mexican
Firehouse Subs Mineral Point,(608) 829-1001,7854 Mineral Point Rd,1,"Sandwiches,Fast Food,Delis"
RP Adler’s,(608) 828-1250,8202 Watts Rd,1,American (New)
Der Rathskeller,(608) 262-7324,800 Langdon St,1,"American (Traditional),Beer, Wine & Spirits,Sandwiches"
Deja Brew,(608) 237-3739,4915 Commercial Ave,1,"Coffee & Tea,Breakfast & Brunch,Sandwiches"
Chang Jiang Restaurant,(608) 274-2328,5710 Raymond Rd,1,Chinese
HuHot Mongolian Grill,(608) 827-7110,610 Junction Rd,1,"Mongolian,Chinese,Asian Fusion"
Original Pancake House,(608) 222-1137,518 River Pl,1,"Juice Bars & Smoothies,Waffles,Creperies"
Banushi’s Bar and Grill,(608) 873-3700,800 Nygaard St,1,"Beer, Wine & Spirits,Sports Bars,American (Traditional)"
LongHorn Steakhouse,(608) 836-1830,418 S Gammon Rd,1,"Steakhouses,American (Traditional),Barbeque"
George’s Chicken and Fish,(608) 318-5555,1112 N Bristol St,1,"Chicken Wings,Fast Food,Hot Dogs"
Madison Club,(608) 255-4861,5 E Wilson St,1,"American (New),Bars,Venues & Event Spaces"
Mr Brews Taphouse,(608) 422-5424,5271 High Crossing Blvd,1,"Burgers,Beer Bar"
Pickle Jar,(608) 469-9124,141 S Butler,1,"Food Trucks,Barbeque"
The Library Cafe & Bar,(608) 251-1200,320 N Randall Ave,1,"Coffee & Tea,Lounges,American (Traditional)"
Pizza Di Roma West,(608) 841-1610,439 Grand Canyon Dr,1,"Pizza,Italian"
Sofra Family Bistro,(608) 836-6614,7457 Elmwood Ave,1,Breakfast & Brunch
Wah Kee Wonton Noodle,(608) 255-5580,600 Williamson St,1,Chinese
Tavernakaya,(608) 286-1548,27 E Main St,1,"Japanese,Chinese,Sushi Bars"
C’s Restaurant Bakery and Coffee Shop,(608) 836-4700,2550 Allen Blvd,1,"Bakeries,Donuts,American (Traditional)"
Quivey’s Grove,(608) 273-4900,6261 Nesbitt Rd,1,"American (New),Fish & Chips"
Gus’s Diner - Verona,(608) 497-0230,110 Keenan Ct,1,Diners
Johnny Delmonico’s Steakhouse,(608) 257-8325,130 S Pinckney St,1,"Steakhouses,Seafood"
Next Door Brewing Company,(608) 729-3683,2439 Atwood Ave,1,"Breweries,Sandwiches,American (New)"
VIP,(608) 831-5555,6718-6722 Odana Rd,1,"Japanese,Chinese,Sushi Bars"
The Great Dane Pub & Brewing Company,(608) 442-9000,2980 Cahill Main,1,"American (Traditional),Pubs,Breweries"
Cranberry Creek Catering & Cafe,(608) 222-4803,1501 Lake Point Dr,1,"Caterers,Cafes"
Mr. Brews Taphouse All American Burgers,(608) 824-9600,610 Junction Rd,1,"Pubs,Burgers"
1847 At the Stamm House,(608) 203-9430,6625 Century Ave,1,"Supper Clubs,American (Traditional),Gastropubs"
Buck & Honeys,(608) 837-3131,804 Liberty Blvd,1,"Wine Bars,American (Traditional)"
Parkway Family Restaurant,(608) 255-2355,1221 Ann St,1,"American (New),Breakfast & Brunch"
Takara 88,(608) 203-8866,1900 Cayuga St,1,"Japanese,Sushi Bars"
Wonder Bar Steakhouse,(608) 256-9430,222 E Olin Ave,1,"Steakhouses,Seafood"
Chen’s Dumpling House,(608) 709-5888,505 State St,1,Chinese
Rosie’s Coffee Bar & Bakery,(608) 441-7673,4604 Monona Dr,1,"Coffee & Tea,Breakfast & Brunch,Bakeries"
Fleming’s Prime Steakhouse & Wine Bar,(608) 233-9550,750 N Midvale Blvd,1,"Steakhouses,Wine Bars,Seafood"
Badger Tavern,(608) 286-1450,1612 Seminole Hwy,1,"Bars,American (New)"
The Curve,(608) 251-0311,653 S Park St,1,"Diners,Breakfast & Brunch"
Glass Nickel Pizza - Madison West,(608) 709-2499,5003 University Ave,1,"Pizza,Sandwiches,Salad"
Sala Thai Restaurant,(608) 246-1889,36 S Fair Oaks Ave,1,Thai
Biaggi’s Ristorante Italiano,(608) 664-9288,1611 Aspen Commons,1,Italian
K Peppers,(608) 833-3189,1901 Cayuga St,1,"Asian Fusion,Korean"
El Sabor de Puebla,(608) 422-5264,305 N 4th St,1,Mexican
Mad Seafood Boiler,(608) 819-6168,201 W Gorham St,1,"Cajun/Creole,Seafood,Sushi Bars"
Lakeview Bakery and Deli,(608) 250-2380,524 E Wilson St,1,"Bakeries,Delis"
Culver’s,(608) 203-8024,7206 Mineral Point Rd,1,"Fast Food,Ice Cream & Frozen Yogurt,Burgers"
Dahmen’s at Hawks,(608) 848-5751,88 Hawks Landing Cir,1,"Italian,Chicken Wings,Mexican"
Falbo Bros. Pizzeria,(608) 834-8900,1219 W Main St,1,Pizza
Burrachos Fresh Mexican Grill,(608) 837-2611,2691 Windsor St,1,"Mexican,Desserts,Salad"
Porta Bella Italian Restaurant,(608) 535-4796,425 N Frances St,1,"Italian,Seafood,Pizza"
Day One Pizza,(608) 837-1818,355 E Linnerud Dr,1,Pizza
Rex’s Innkeeper,(608) 849-5011,301 N Century Ave,1,"Seafood,Steakhouses,American (Traditional)"
Slice’s Bar & Grill,(608) 243-6925,2417 Pennsylvania Ave,1,"Dive Bars,American (Traditional)"
Point Burger Bar,(608) 824-2011,2259 Deming Way,2,
Popeyes Louisiana Kitchen,(608) 268-1606,2844 Fish Hatchery Rd,1,"Fast Food,Chicken Wings"
Pitcher’s Pub,(608) 271-9702,323 W Beltline Hwy,1,"Pubs,American (Traditional)"
Bristled Boar Saloon & Grill,(608) 831-0436,2611 Branch St,1,"Bars,American (Traditional)"
Cousins Subs,(608) 241-0121,3715 E Washington Ave,1,"Sandwiches,Delis"
Pancheros Mexican Grill,(608) 298-9800,6309 McKee Rd,1,Mexican
Falbo Bros. Pizzeria,(608) 223-9800,101 River Pl,1,"Pizza,Desserts,Salad"
The Roman Candle Pizzeria,(608) 278-1111,2685 Research Park Dr,1,Pizza
Club Tavern & Grille,(608) 836-3773,1915 Branch St,1,"American (New),Bars"
La Rosita Mexican Buffet,,6001 Monona Dr,1,"Mexican,Buffets"
Tanner’s Bar and Grill,(608) 833-7711,1611 Deming Way,1,"Sports Bars,American (Traditional)"
Badgerland Bar & Grill,(608) 251-3033,525 W Johnson St,1,"Bars,American (Traditional),Burgers"
Jade Garden,(608) 260-9890,1109 S Park St,1,"Chinese,Buffets"
Pancake Cafe,(608) 204-7040,6220 Nesbitt Rd,1,Breakfast & Brunch
Edo Japanese Restaurant,(608) 268-0247,532 S Park St,1,Japanese
Casa de Lara,(608) 251-7200,341 State St,1,Mexican
Jason’s Deli,(608) 827-7780,7349 Mineral Point Rd,1,"Delis,Sandwiches,Salad"
Nitty Gritty Middleton,(608) 833-6489,1021 N Gammon Rd,1,"American (Traditional),Sports Bars"
Varsity Bar & Grill,(608) 318-2729,1205 W Main St,1,"American (Traditional),Bars"
Tipsy cow,(608) 318-0232,2816 Prairie Lakes Dr,2,
SCONNIEBAR,(608) 819-8610,1421 Regent St,1,"Burgers,Sports Bars,Chicken Wings"
Red Lobster,(608) 244-3530,4502 East Towne Blvd,1,"Seafood,American (Traditional)"
Mcgee’s Chicken,(608) 442-0220,1920 S Park St,1,American (Traditional)
Hawk’s Bar & Grill,(608) 256-4295,425 State St,1,"Sports Bars,American (Traditional)"
World Buffet,(608) 833-6789,499 D'Onofrio Dr,1,"Buffets,Chinese,Mongolian"
Captain Bill’s,(608) 831-7327,2701 Century Harbor Rd,1,Seafood
Silver Mine Subs,(608) 298-9500,2601 W Beltline Hwy,1,"Sandwiches,Salad,Caterers"
Culver’s,(608) 244-0808,4301 E Towne Blvd,1,"Fast Food,Ice Cream & Frozen Yogurt,Burgers"
Angelo’s,(608) 222-1464,5801 Monona Dr,1,"Italian,Pizza,Bars"
Culver’s,(608) 242-7731,1325 Northport Dr,1,"Fast Food,Ice Cream & Frozen Yogurt,Burgers"
Pasqual’s Cantina,(608) 819-8002,1344 E Washington Ave,1,"Tex-Mex,Mexican,Cocktail Bars"
Habanero’s Mexican Grill,(608) 244-1990,3001 N Sherman Ave,1,Mexican
Which Wich,(608) 825-1001,2828 Prairie Lakes Dr,1,Sandwiches
Cafe Social,(608) 305-4357,102 N Bedford St Madison Wi,1,"Coffee & Tea,Cafes,Breakfast & Brunch"
Barriques,(608) 286-1500,2166 Atwood Ave,1,"Cafes,Coffee & Tea,Sandwiches"
Which Wich,(608) 836-9424,2177 Deming Way,1,Sandwiches
Copper Top Restaurant,(608) 271-4588,5401 W Beltline Hwy,1,Breakfast & Brunch
Taquitos Marimar,(608) 513-0129,Downtown Library Mall,1,"Mexican,Food Trucks"
North of the Bayou,(608) 286-1393,802 Atlas Ave,1,"Cajun/Creole,Bars"
Laurel Tavern,(608) 233-1043,2505 Monroe St,1,"American (Traditional),Burgers,Sports Bars"
Koi Sushi,(608) 467-6801,502 State St,1,"Japanese,Chinese,Sushi Bars"
Benvenuto’s Italian Grill,(608) 241-1144,1849 Northport Dr,1,Italian
Michael’s Frozen Custard,(608) 222-4110,3826 Atwood Ave,1,"Ice Cream & Frozen Yogurt,Burgers"
The Wisco,(608) 256-8211,852 Williamson St,1,"Dive Bars,American (Traditional)"
El Rancho Mexican Grill East,,4527 Cottage Grove Rd,1,Mexican
Culver’s Frozen Custard,(608) 825-2122,1501 W Main St,1,"Fast Food,Ice Cream & Frozen Yogurt"
Culver’s,(608) 873-6635,916 Nygaard St,1,"Burgers,Fast Food,Ice Cream & Frozen Yogurt"
Nitty Gritty - Sun Prairie,(608) 837-4999,315 E Linnerud Dr,1,"American (Traditional),Burgers,Sports Bars"
Cracker Barrel Old Country Store,(608) 242-0560,2147 E Springs Dr,1,"Breakfast & Brunch,American (Traditional),Southern"
Dairyland Family Restaurant,(608) 222-9232,716 Cottage Grove Rd,1,American (New)
Kavanaugh’s Esquire Club,(608) 249-0193,1025 N Sherman Ave,1,"Steakhouses,Sports Bars,Seafood"
Pasqual’s Cantina,(608) 663-8226,670 N Midvale Blvd,1,"Tex-Mex,Mexican,Bars"
Chin’s Asia Fresh,(608) 827-7721,8414 Old Sauk Rd,1,Chinese
Sarku Japan,(608) 833-8808,111 W Towne Mall,1,Japanese
Sir Hobo’s,(608) 837-1044,710 W Main St,1,"American (Traditional),Breakfast & Brunch,Sandwiches"
Anointed One,(608) 203-9671,515 Junction Rd,1,Soul Food
Panda Garden,(608) 825-8308,922 Windsor St,1,"Chinese,Seafood"
Uno Pizzeria & Grill,(608) 244-3266,3010 Crossroads Dr,1,"Pizza,Gluten-Free,American (Traditional)"
Mad Shawarma,(608) 833-0598,610 Junction Rd,1,
Flaming Wok,(608) 240-1085,4237 Lien Rd,1,"Chinese,Noodles"
Deak’s Pub and Grill,(608) 873-4066,1017 Nygaard St,1,American (Traditional)
Firehouse Subs,(608) 257-1717,1403 Emil St,1,"Sandwiches,Fast Food,Delis"
Smoky’s Club,(608) 233-2120,3005 University Ave,1,"Steakhouses,Diners,Seafood"
Gyro Express,(608) 833-2330,66 W Towne Mall,1,"Fast Food,Greek"
Salads UP,(608) 819-8883,439 N Frances St,1,"Salad,Juice Bars & Smoothies"
Pooley’s,(608) 242-1888,5441 High Crossing Blvd,1,"Venues & Event Spaces,Sports Bars,American (Traditional)"
Cocina Real,(608) 831-0528,2518 Allen Blvd,1,Mexican
Olive Garden Italian Restaurant,(608) 829-1158,7017 Mineral Point Rd,1,"Italian,Salad"
Chipotle Mexican Grill,(608) 826-0919,8422 Old Sauk Rd,1,"Mexican,Fast Food"
El Patron Mexican Grill,(608) 837-6186,1303 W Main St,1,Mexican
Great Wall,(608) 960-4133,4515 Verona Rd,1,Chinese
The Melting Pot - Madison,(608) 833-5676,6816 Odana Rd,1,Fondue
Five Guys,(608) 829-0800,8234 Greenway Blvd,1,"Burgers,Fast Food"
CIRC,(608) 294-3031,1 W Dayton St,1,"Breakfast & Brunch,American (New)"
La Bamba,(608) 277-9522,710 S Gammon Rd,1,Mexican
Twist Bar & Grill,(608) 833-0110,6617 Odana Rd,1,"American (New),Sandwiches,Lounges"
Red Rock Saloon,(608) 709-5200,322 W Johnson St,1,"Pubs,Music Venues,Barbeque"
Kakilima Food Cart,,Library Mall,1,"Food Trucks,Indonesian"
Chasers Bar & Grille,(608) 512-0501,319 W Gorham St,1,"Bars,Burgers,Sandwiches"
Ten Pin Alley,(608) 616-4813,6285 Nesbitt Rd,1,"Bowling,Sports Bars,Pizza"
Robinia Courtyard,(608) 478-0181,829 E Washington Ave,1,"Venues & Event Spaces,Food Court,Beer Gardens"
Grand China Restaurant,(608) 827-7880,2608 Allen Blvd,1,Chinese
Mulligan’s Bar & Grill,(608) 835-6422,830 Oregon Center Dr,1,"American (Traditional),Sports Bars"
Noodles & Company,(608) 257-6393,232 State St,1,"Noodles,Salad,Pasta Shops"
Cafe Maya,(608) 283-9997,45 S Bassett St,1,Cafes
Fit 2 Eat,(608) 233-7192,3742 Speedway Rd,1,"American (New),Sandwiches"
Paul’s Neighborhood Bar,(608) 827-7285,2401 Parmenter St,1,"American (New),Bars"
Imperial Garden,(608) 238-6445,2039 Allen Blvd,1,Chinese
Bennett’s Meadowood Country Club,(608) 271-3827,2009 Freeport Rd,1,"Dive Bars,Burgers,Breakfast & Brunch"
Gino’s Italian Deli,(608) 827-0999,6509 Century Ave,1,"Delis,Italian"
Laredo’s,(608) 240-9701,4001 Lien Rd,1,Mexican
El Wiscorican,,999 E Main St,1,
AJ’s Pizzeria & Diner,(608) 497-1303,300 S Main St,1,"Pizza,Italian"
Outback Steakhouse,(608) 241-0851,4520 E Towne Blvd,1,Steakhouses
Papino’s Italian Restaurant,(608) 846-9090,6601 Traveler Trl,1,"Italian,Pizza"
Monk’s Bar & Grill - Verona,(608) 497-3115,1050 N Edge Trl,1,"Sports Bars,American (Traditional)"
Edo Garden Hibachi,(608) 226-9828,6309 Monona Dr,1,"Japanese,Sushi Bars,Venues & Event Spaces"
Green Forest Family Restaurant,(608) 223-0886,909 E Broadway,1,"American (Traditional),Breakfast & Brunch,Desserts"
Main Depot Tavern,(608) 257-3100,627 W Main St,1,"Pubs,American (Traditional)"
World of Beer,(608) 833-5400,8225 Greenway Blvd,1,"American (Traditional),Beer Bar"
The Cheesecake Factory,(608) 824-2370,1 W Towne Mall,1,"Desserts,American (New)"
Hong Kong Station,(608) 661-8288,1441 Regent St,1,Chinese
Milio’s Sandwiches,(608) 233-3233,2145 Regent St,1,Sandwiches
The Egg & I,(608) 275-3447,2501 W Beltline Hwy,1,"Breakfast & Brunch,Cafes,American (Traditional)"
